,0,1,2,3,4,5,6,7,8,9
0,Nuevo Hospital De Bocagrande,OPERATIONAL,"Cl. 5 #6-49, Cartagena, Provincia de Cartagena, Bolívar, Colombia",ChIJAVacsD4v9o4RP5tPcMZ1Z_0,10.3957823,-75.55588329999999,3.5,"['hospital', 'health', 'point_of_interest', 'establishment']",89.0,hospital
1,Hospital Universitario Del Caribe,OPERATIONAL,"Edificio Hospital Universitario del Caribe, Cl. 29 #50 - 50, Cartagena, Provincia de Cartagena, Bolívar, Colombia",ChIJJTSA2r8l9o4Ruy7iuBpU6fQ,10.4004067,-75.50351859999999,3.9,"['hospital', 'health', 'point_of_interest', 'establishment']",62.0,hospital
2,Hospital Naval de Cartagena,OPERATIONAL,"Cra. 2, Cartagena, Provincia de Cartagena, Bolívar, Colombia",ChIJ6333jAAv9o4R_W5k2R4dF74,10.4052251,-75.553488,3.0,"['hospital', 'health', 'point_of_interest', 'establishment']",2.0,hospital
3,Hospital Naval De Cartagena (HONAC),OPERATIONAL,"Av. San Martín, Cartagena, Provincia de Cartagena, Bolívar, Colombia",ChIJeWODV3Mv9o4Rd66ZcGi57fQ,10.4160327,-75.550719,4.1,"['hospital', 'health', 'point_of_interest', 'establishment']",60.0,hospital
4,Clínica Santa Cruz de Bocagrande,OPERATIONAL,"Cra. 3 #8-177, Cartagena, Provincia de Cartagena, Bolívar, Colombia",ChIJHVf08hQv9o4R_GG27m4HACc,10.4044048,-75.5532518,3.9,"['hospital', 'health', 'point_of_interest', 'establishment']",30.0,hospital
5,Clínica Medihelp Services,OPERATIONAL,"Distrito Turístico Y Cultural, Cra. 6 ### 5 - 101, Cartagena, Provincia de Cartagena, Bolívar, Colombia",ChIJpZWBhD4v9o4RACuAJV7_QAQ,10.3974384,-75.5563276,4.1,"['hospital', 'health', 'point_of_interest', 'establishment']",53.0,hospital
6,Clinica Cartagena,OPERATIONAL,"Tv. 54 #67-74 a, Cartagena, Provincia de Cartagena, Bolívar, Colombia",ChIJu_JpAswl9o4RUsywf_dhQMg,10.3915322,-75.4868178,5.0,"['hospital', 'health', 'point_of_interest', 'establishment']",1.0,hospital
7,HOSPITAL DE CANAPOTE,OPERATIONAL,"2, Cl. 63 #14, Cartagena, Bolívar, Colombia",ChIJhWqU8WAl9o4ReTcXRQHSVrw,10.4411596,-75.5241811,3.9,"['hospital', 'health', 'point_of_interest', 'establishment']",13.0,hospital
8,Clinica Madre Bernarda,OPERATIONAL,"Cartagena, Provincia de Cartagena, Bolívar, Colombia",ChIJe4LFldUl9o4RUEqbgH0SG2s,10.3940745,-75.47718429999999,2.7,"['hospital', 'health', 'point_of_interest', 'establishment']",11.0,hospital
9,hospital naval de cartagena,OPERATIONAL,"Cartagena, Provincia de Cartagena, Bolívar, Colombia",ChIJAQAAwBUv9o4RxVmK1uJgSbk,10.401961,-75.5553267,3.0,"['hospital', 'health', 'point_of_interest', 'establishment']",4.0,hospital
