,0,1,2,3,4,5,6,7,8,9
69,Trinity School,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJ____vyukMI4RanIKCWgW3PM,3.440271,-76.55315809999999,2.0,"['school', 'point_of_interest', 'establishment']",1,school
70,Sede Colegio Los Angeles del Norte,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJ4_ejJxymMI4R2Rz0MK2aJRc,3.4798156,-76.5315945,0.0,"['school', 'point_of_interest', 'establishment']",0,school
71,TRINITY SCHOOL,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJMQN2AwGlMI4R7XeOL0T-UsY,3.4457761,-76.55356019999999,5.0,"['school', 'point_of_interest', 'establishment']",1,school
72,VERTICAL POLE,OPERATIONAL,"calle 15 norte avenida 8-77, Cali, Valle del Cauca, Colombia",ChIJqc2GM2ymMI4RctVai43NqLw,3.4593601,-76.5341681,4.2,"['school', 'point_of_interest', 'establishment']",5,school
73,Colegio Colombo Británico,OPERATIONAL,"Cl. 10a #125-71, Cali, Valle del Cauca, Colombia",ChIJa6jNBvqhMI4RWmwMS0ZV3YY,3.3350758,-76.5423204,4.4,"['school', 'point_of_interest', 'establishment']",27,school
74,Urban School,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJVVVVBbumMI4RfNYDPRhUTWY,3.4172791,-76.5351574,5.0,"['school', 'point_of_interest', 'establishment']",1,school
75,AMERICAN ENGLISH SCHOOL CANEY,CLOSED_TEMPORARILY,"Cl. 25 ##83c-53, Cali, Valle del Cauca, Colombia",ChIJBUAJizihMI4RnVPi-YNlyso,3.3831154,-76.5241964,5.0,"['point_of_interest', 'establishment']",1,school
76,american school way,OPERATIONAL,"Cra. 24 #5-23, Cali, Valle del Cauca, Colombia",ChIJ2zlnNeWnMI4R3ndO7h1UyaI,3.4315742,-76.5369657,0.0,"['school', 'point_of_interest', 'establishment']",0,school
77,CAE Arquidicesano Cali,OPERATIONAL,"# 16, Cl. 10 Nte. #57, Cali, Valle del Cauca, Colombia",ChIJrwj1MW6mMI4R-vZ6_Qz0Vj8,3.456337,-76.5364596,0.0,"['school', 'point_of_interest', 'establishment']",0,school
78,Soul Models Cali,OPERATIONAL,"Cra. 16 ##3-117, Cali, Valle del Cauca, Colombia",ChIJLQlk5FSnMI4RjQ3gmbxPGYw,3.443094,-76.53794909999999,0.0,"['school', 'point_of_interest', 'establishment']",0,school
79,Colegio La Arboleda,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJ_-D6gxuiMI4RgEySXTzKZtI,3.3388512,-76.5551986,4.7,"['school', 'point_of_interest', 'establishment']",24,school
80,Mi Terminal Cali,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJQ-nRIT-mMI4RBjV2bu4dMOo,3.4654697,-76.5213237,5.0,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",4,transit+station
81,Transportes Transzapata Ltda,OPERATIONAL,"Cl. 9a #31, Cali, Valle del Cauca, Colombia",ChIJG8OHGqWmMI4RDurqwN1umJ4,3.416131,-76.539256,5.0,"['transit_station', 'point_of_interest', 'establishment']",1,transit+station
82,Versalles,OPERATIONAL,"Avenida De Las #Calle 21 N, Cali, Valle del Cauca, Colombia",ChIJ16HT9GqmMI4RzLl5MmZjPg0,3.461196,-76.5270026,4.0,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",19,transit+station
83,Estacion Mio Unidad Deportiva,OPERATIONAL,"Frente a Centro Comercial la 14, Calle 5 Esquina Carrera 50, Cali, Valle del Cauca, Colombia",ChIJm0tYBqimMI4R3zl9ncfhqt0,3.4141819,-76.5482708,4.4,"['transit_station', 'point_of_interest', 'establishment']",15,transit+station
84,Rio Cali,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJtcSy1kGmMI4RJzDquTxaKgY,3.46043,-76.5253433,3.3,"['transit_station', 'point_of_interest', 'establishment']",7,transit+station
85,Sede Administrativa Buses Coomoepal,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJvVVJI6WmMI4R7rctDL5XwWw,3.416103,-76.538415,0.0,"['transit_station', 'point_of_interest', 'establishment']",0,transit+station
86,Paradero mio,OPERATIONAL,"casi esquina 40 A, Paso Ancho #403-05, Cali, Valle del Cauca, Colombia",ChIJV8s6X7mmMI4RxX6Z27AjYsk,3.418089600000001,-76.53134639999999,0.0,"['transit_station', 'point_of_interest', 'establishment']",0,transit+station
87,Parada 36 Alimentador Decepaz,OPERATIONAL,"Cra. 23 #16, Cali, Valle del Cauca, Colombia",ChIJkcDBgwenMI4R4epKgHN-bGU,3.442735,-76.493635,0.0,"['transit_station', 'point_of_interest', 'establishment']",0,transit+station
88,Parada 4 Alimentador Floralia,OPERATIONAL,"Cra. 5 Nte., Cali, Valle del Cauca, Colombia",ChIJxz1AHSumMI4R9XFF-nbLbQE,3.4801,-76.504656,1.0,"['transit_station', 'point_of_interest', 'establishment']",1,transit+station
89,Chiminangos,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJxZWrMzemMI4RAI06b4G2iNg,3.4814739,-76.49823479999999,3.2,"['transit_station', 'point_of_interest', 'establishment']",37,transit+station
90,Sotravalle,OPERATIONAL,"calle 67 n # 2 a 50 ofc 1104, Cali, Valle del Cauca, Colombia",ChIJ2ZujTqimMI4RJs2hPVC5Ec4,3.412237,-76.5469449,0.0,"['transit_station', 'point_of_interest', 'establishment']",0,transit+station
91,Las Americas A1,OPERATIONAL,"Avenida De Las Américas - CII #23N, Cali, Valle del Cauca, Colombia",ChIJG4kh_z-mMI4Rm2EXWfQyRGg,3.4635063,-76.52529059999999,3.9,"['transit_station', 'point_of_interest', 'establishment']",28,transit+station
92,Villa Colombia,OPERATIONAL,"Cra. 15 #50-29, Cali, Valle del Cauca, Colombia",ChIJDZoUZaqnMI4RFeLQ3Dtyj2c,3.4438848,-76.49908289999999,3.6,"['transit_station', 'point_of_interest', 'establishment']",39,transit+station
93,Cl 10 entre Cr 33 y 32A,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJwWSgW5amMI4R-D3tJGr-UQ8,3.426003,-76.533388,4.0,"['transit_station', 'point_of_interest', 'establishment']",2,transit+station
94,Parada Alimentador Mio Ruta P70,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJgQTlX5CmMI4RGEFKKtt3SUU,3.43146,-76.535782,0.0,"['transit_station', 'point_of_interest', 'establishment']",0,transit+station
95,Fatima,OPERATIONAL,"Carrera 1 con Calle 30, Cali, Valle del Cauca, Colombia",ChIJKYGQe0emMI4RbOrwtXsEj5E,3.4628899,-76.5173846,3.1,"['transit_station', 'point_of_interest', 'establishment']",8,transit+station
96,7 De Agosto,OPERATIONAL,"Troncal Carrera 15, Cali, Palmira, Valle del Cauca, Colombia",ChIJYe19BqenMI4RpuY4phD4PDk,3.4452382,-76.48714249999999,3.8,"['transit_station', 'point_of_interest', 'establishment']",18,transit+station
97,Prados del Norte,OPERATIONAL,"Prados del Norte A1, Avenida 3, entre Calle 38N y 37N, Cali, VaEstacion Del Mio Prados del Nortelle del Cauca, Colombia",ChIJFdG1oSSmMI4R9xkXefvaEFY,3.474479,-76.5195998,4.2,"['transit_station', 'point_of_interest', 'establishment']",21,transit+station
98,Paradero Mio Pretroncal Ruta P40,OPERATIONAL,"Cra. 8, Cali, Valle del Cauca, Colombia",ChIJe1suV62nMI4RGoyNAI8Lh_8,3.452783,-76.50199599999999,0.0,"['transit_station', 'point_of_interest', 'establishment']",0,transit+station
99,Torre de Cali A1,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJhShoPGmmMI4RuLpRpb5r2cU,3.4568248,-76.53025439999999,3.9,"['transit_station', 'point_of_interest', 'establishment']",41,transit+station
100,Plaza de Cayzedo,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJrRD4CmamMI4Ruo8VRzFajZY,3.4524083,-76.5313433,4.0,"['transit_station', 'point_of_interest', 'establishment']",10,transit+station
101,Av 3N con Cl 23D Terminal de Transporte,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJva4bTj6mMI4RlzNTifuV9CU,3.4660361,-76.523565,5.0,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",1,transit+station
102,Cl 9 entre Kr 19 y 17,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJzW1NMommMI4RRMnb-UUyIqY,3.438955,-76.5334767,5.0,"['transit_station', 'point_of_interest', 'establishment']",2,transit+station
103,Cooperativa Integral de Transportadores Florida Cali Ltda,OPERATIONAL,"Tv. 3 #116, Palmira, Valle del Cauca, Colombia",ChIJbXY5zROoMI4RK4kyaorRqXA,3.49455,-76.474492,1.0,"['transit_station', 'point_of_interest', 'establishment']",1,transit+station
104,Santa Rosa,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJV0fAFWGmMI4RcW1nVAFP1BA,3.4472333,-76.5297583,3.5,"['transit_station', 'point_of_interest', 'establishment']",2,transit+station
105,Cl 5 entre Kr 27 y 34,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJgf-jTpumMI4RinwiaVZREK0,3.4336353,-76.5420269,0.0,"['transit_station', 'point_of_interest', 'establishment']",0,transit+station
106,Av 15 Oe entre Cl 10 Oe y 9 Oe,OPERATIONAL,"Cali, Valle del Cauca, Colombia",ChIJa9A9ld6lMI4R-3SvPgJcSEU,3.4599617,-76.55354,0.0,"['transit_station', 'point_of_interest', 'establishment']",0,transit+station
